input_text,target_gloss
ein weiteres tief über italien sorgt morgen im süden deutschlands für länger anhaltenden regen,ITALIEN IX AUCH TIEF KOMMEN IX DEUTSCH LAND SUED REGEN LANG
im osten gibt es heute nacht neben wolken und nebel auch klaren himmel während sich von westen regenwolken richtung osten verlagern,OST HEUTE NACHT WOLKE NEBEL AUCH KLAR WEST KOMMEN REGEN
in den hochlagen rieselt schnee,HOCH SCHNEIEN SCHNEE SCHNEIEN
in einem streifen von schleswig bis nach franken gebietsweise etwas regen im nordwesten einzelne schauer,SCHLESWIG IX BIS F BISSCHEN REGEN REGION BISSCHEN SCHAUER
im süden regnet es zum teil länger anhaltend oberhalb von sechshundert metern schnee,SUED LANG REGEN UEBER SECHSHUNDERT METER HOEHE IX SCHNEE SCHNEIEN
bei schauern im nordwesten starke böen sonst schwacher bis mäßiger wind aus unterschiedlichen richtungen,NORDWEST SCHAUER MIT WIND SONST REGION SCHWACH MAESSIG VERSCHIEDEN WEHEN
an der nordsee heute nacht sechs grad plus in der osthälfte teilweise leichter frost,IX HEUTE NACHT SECHS OST LEICHT FROST
morgen temperaturen von einem grad am alpenrand bis sieben am main und elbe,MORGEN TEMPERATUR ALPEN EINS GRAD FLUSS MORGEN MAXIMAL SIEBEN GRAD
am wochenende gibt es meist viele wolken die gebietsweise regen im bergland anfangs auch schnee bringen,SAMSTAG SONNTAG VIEL WOLKE BERG IX ANFANG AUCH SCHNEE SCHEINEN
im nordwesten windig,IX NORDWEST WIND
ab sonntag wird es langsam wieder milder,SONNTAG IM-VERLAUF VERAENDERN MILD
und nun die wettervorhersage für morgen freitag den dreißigsten september,JETZT WETTER WIE-AUSSEHEN MORGEN FREITAG DREISSIG SEPTEMBER
bis zum wochenende beschert uns die stabile hochdrucklage weiterhin sonniges und warmes herbstwetter,BIS-JETZT BIS SAMSTAG MEISTENS HOCH DRUCK BLEIBEN SONNE WARM HERBST
heute nacht funkeln wieder die sterne für längere zeit bevor sich erneut regionale nebel oder hochnebelfelder bilden vor allem im süden sowie in der nähe von flüssen und seen aber auch im windgeschützten senken,HEUTE NACHT STERN KOENNEN SEHEN LANG DANN IM-VERLAUF WIEDER ORT NEBEL BESONDERS SUED UND SEE NEBEL ABER WENN TAL WIND NEG-HABEN NEBEL
morgen kann es wieder einige zeit dauern bis der nebel verschwindet besonders zäh hält er sich rund um den bodensee,MORGEN VERSCHWINDEN SCHWER DANN LANG BLEIBEN REGION
ansonsten erwarten uns bis zu elf stunden sonnenschein,SCHON IM-VERLAUF UNGEFAEHR ELF GRAD STUNDE SONNE
dazu weht der wind meist schwach aus ost bis süd im nordosten aus west,WIND SCHWACH IX WEHEN IX AUCH WEHEN
vier grad heute nacht an der oberen donau bis vierzehn grad an der saar,HEUTE NACHT VIER GRAD FLUSS VIERZEHN FLUSS
im übrigen land nach nebelauflösung nochmal viel sonne und warm,SONST REGION REGEN WENN NEBEL VERSCHWINDEN NOCH REST REGION SONNE ACH WARM
und nun die wettervorhersage für morgen mittwoch den elften november,WETTER WIE-AUSSEHEN MORGEN MITTWOCH ELF NOVEMBER
vom atlantik nähert sich ein neues tief das dann mildere luft mit sich führt,REGION WIEDER TIEF MILD KOMMEN
vor allem im nordwesten regnet es heute nacht aber auch im süden regnet oder nieselt es gebietsweise,HAUPTSAECHLICH NORDWEST REGEN SUED REGEN TROPFEN
die schneegrenze liegt zwischen sechshundert und eintausend metern,HOEHE SECHSHUNDERT BIS TAUSEND METER
am tag regnet es hier und da vom nordwesten bis in die mitte sonst regnet es nur vereinzelt,TAG IX REGEN NORDWEST REGION IX BISSCHEN REGEN
heute nacht sechs bis null grad an den alpen stellenweise minus zwei grad,NACHT SECHS BIS NULL ALPEN TEIL MINUS ZWEI
am tag vier grad am bergrand und acht grad an rhein und nordsee,TAG ALPEN VIER ACHT FLUSS NORD
am freitag regnet es erst verbreitet später lockert es etwas auf teilweise ist es windig,FREITAG REGEN SPAETER AUFLOESEN TEIL WIND
am samstag zeigt sich zwischendurch auch mal die sonne,SAMSTAG MAL SONNE
guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER
auch in norddeutschland hatten wir noch ein bisschen sonne und hier im rhein main gebiet zumindest für ein paar stunden,NORD DEUTSCH BISSCHEN SONNE DANN FLUSS REGION AUCH SONNE EIN-PAAR STUNDE
viel wird sich nicht ändern wir behalten noch zwei tage die knackige kälte bei uns das hoch bleibt solange wetterbestimmend,IN-KOMMEND VERAENDERN ZWEI TAG IN-KOMMEND BLEIBEN KALT BEDEUTEN HIMMEL WETTER HAUPTSAECHLICH UEBERWIEGEND KLAR KOMMEN
ansonsten bekommen wir von westen die mildere luft die macht sich dann bemerkbar am wochenende wahrscheinlich ab sonntag mit glatteisregen,ABER WEST BISSCHEN MILD LUFT WARM BISSCHEN KOMMEN AB WOCHENENDE DANACH AM SONNTAG UNGEFAEHR MERKEN KOMMEN GLATT EISEN REGEN
so lang ist es eisig kalt heute nacht auch morgen früh temperaturen minus vier bis minus zwölf grad,HEUTE ABEND TATSAECHLICH BLEIBEN IN-KOMMEND KALT HEUTE MORGEN FRUEH TEMPERATUR MINUS ZWOELF MINUS VIER GRAD ZWISCHEN
und der wind dreht von ost auf süd und er wird dann auffrischen vor allen dingen hier an der nordsee es wird unangenehm eisig kalt,WEHEN BEDEUTEN NORD EISEN KALT REGION UEBERWIEGEND
in der mitte und im süden naja da wird es grau und trüb bleiben da kommt kaum die sonne raus,MITTE SUED REGION MEHR WOLKE SONNE KAUM
etwas schnee gibt es noch in bayern oder am alpenrand,BISSCHEN BAYERN BISSCHEN SCHNEE BERG SCHNEE
und überall in deutschland ist es morgen etwas kälter als heute ein zwei grad das heißt in der mitte in den mittelgebirgen minus vier bis minus acht grad,REST DEUTSCH LAND BISSCHEN MEHR BISSCHEN MEHR KALT ALS HEUTE EINS ZWEI MEHR SINKEN MITTE BERG MINUS VIER MINUS DREI GRAD
dann am sonntag kommt der glatteisregen und am montag ist es dann deutlich milder,SONNTAG GLATT EIS REGEN MONTAG MEHR MILD
ihnen einen schönen abend und machen sie es gut,EUCH SCHOEN ABEND MACHEN GUT
und nun die wettervorhersage für morgen dienstag den siebenundzwanzigsten april,JETZT MORGEN WETTER WIE-AUSSEHEN DIENSTAG SIEBEN ZWANZIG APRIL
auch morgen strömt noch kühle luft zu uns insgesamt wird es aber freundlicher und trockener als heute,MORGEN AUCH ENORM KOMMEN INSGESAMT MEHR FREUNDLICH MEHR TROCKEN
im süden schwacher wind richtung norden weht er mäßig bis frisch an der see stark,SUED SCHWACH WEHEN REGION STARK WEHEN
heute nacht neun grad im osten zwei grad wo es länger aufklart örtlich gibt es bodenfrost,HEUTE NACHT OST NEUN GRAD DANN BODEN FROST KOENNEN AUCH TEILWEISE ZWEI GRAD
am tag elf bis dreizehn grad an der see einundzwanzig grad im südwesten,TAG NORD ELF BIS DREIZEHN SUEDWEST EINS ZWANZIG
am mittwoch ziehen über die küsten auch mal dichtere wolken die ein paar regentropfen bringen sonst reichlich viel sonnenschein abgesehen von einigen hohen schleierwolken,MITTWOCH KUESTE KOMMEN REGEN KOENNEN REGION SONNE NUR BISSCHEN
am donnerstag ist es meist freundlich gegen abend kommen im westen und nordwesten erste schauer und gewitter auf,DONNERSTAG MEHR FREUNDLICH ABEND DANN WEST NORDWEST GEWITTER REGEN KOENNEN
am freitag vor allem in der südosthälfte kräftige mitunter auch gewittrige regenfälle,FREITAG BESONDERS SUEDOST REGEN GEWITTER KOENNEN
hallo und guten abend,HALLO GUT ABEND
ich begrüße sie beim wetter,BEGRUESSEN JETZT WETTER
denn morgen kommt schon das nächste tief von westen und das wird diese milde luft gleich wieder vertreiben bis mittwoch,MORGEN WOLKE KOMMEN TIEF MEHR BEWEGEN KOMMEN BIS MITTWOCH
dabei auch kräftige schauer und gewitter wieder bei uns,AUCH REGEN GEWITTER
es kann einige kräftige gewitter mit sturmböen auf jeden fall geben,GEWITTER STURM
im osten da scheint allerdings noch die sonne wahrscheinlich sogar bis zum abend,REGION DANN MEHR SONNE WAHRSCHEINLICH BIS ABEND
erst dann kommen dort schauer und gewitter an,DANN GEWITTER SCHAUER
und dort wird es auch am wärmsten vierzehn bis achtzehn grad im südosten mit föhnunterstützung sogar zwanzig,UND IX BESONDERS WARM VIERZEHN BIS ACHTZEHN GRAD SUED MEHR WIND SECHS ZWANZIG
etwas kühler bleibt es an der ostsee,NORD IX KUEHL
und kühler wird es dann auch wieder von westen,MEHR KUEHL REGION KOMMEN
und auch zu ostern ist nicht wirklich besserung in sicht,AUCH OSTERN WIRKLICH BESONDERS NEGALP-AUCH
jetzt wünsche ich ihnen erstmal einen schönen abend,ERSTMAL SCHOEN ABEND TSCHUESS
morgen schwächelt das sonnenhoch ein wenig und es gelangt feuchte atlantikluft nach deutschland,MORGEN SONNE HOCH KOMMEN JETZT SCHWACH MORGEN BISSCHEN MEHR FEUCHT KOMMEN
daher gestaltet sich das wetter etwas wechselhafter,DESHALB WETTER WECHSELHAFT
am wochenende gewinnt das hoch aber wieder an kraft und vor allem am sonntag wird es verbreitet sonnig,WOCHENENDE DANN HOCH KOMMEN BESONDERS SONNTAG REGION SONNE
heute nacht ist es teils locker bewölkt teils klar,HEUTE NACHT LOCKER TEILWEISE KLAR
von nordwesten breiten sich später ein paar dichtere wolkenfelder bis in die mitte aus es bleibt aber wahrscheinlich trocken,NORDWEST KOMMEN TROCKEN WAHRSCHEINLICH
am tag mal freundlich mal wolkig und vor allem am nachmittag gibt es mancherorts schauer oder gewitter die richtung süden auch kräftig sein können,MITTAG FREUNDLICH WOLKE WECHSELHAFT BESONDERS NACH MITTAG KOENNEN REGEN GEWITTER KOMMEN REGION REGEN STARK
dann frischt auch der wind stark böig auf sonst weht er schwach bis mäßig aus nordwestlicher richtung,WIND WEHEN SONST REGION SCHWACH MAESSIG
heute nacht zehn bis fünfzehn im süden sieben bis neun grad,HEUTE NACHT ZEHN BIS FUENFZEHN SUED SIEBEN BIS NEUN GRAD
morgen an der küste achtzehn bis zwanzig am oberrhein bis neunundzwanzig grad,MORGEN NORD ACHTZEHN BIS ZWANZIG REGION BIS NEUN ZWANZIG GRAD
am samstag gibt es im süden einen wechsel aus sonne und wolken mit örtlichen schauern und gewittern,SAMSTAG SUED REGION WECHSELHAFT SONNE WOLKE TEILWEISE IX REGEN GEWITTER
im übrigen land meist freundlich und trocken,REGION FREUNDLICH TROCKEN
am sonntag scheint bei bis zu dreißig grad verbreitet die sonne,SONNTAG BIS DREISSIG GRAD SONNE
am montag muss im westen wieder mit schauern oder gewittern gerechnet werden,IX KOENNEN MONTAG WEST WIEDER ANFANG REGEN GEWITTER
und nun die wettervorhersage für morgen sonntag den fünften september,JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG FUENFTE SEPTEMBER
das hoch über norwegen bestimmt in den kommenden beiden tagen unser wetter,NORWEGEN IN-KOMMEND ZWEI-TAG EINFLUSS POSS-BEI-UNS WETTER
einen schönheitsfehler gibt es morgen im osten muss mit einzelnen schauern gerechnet werden,EINS PROBLEM MORGEN OST RECHNEN SCHAUER BISSCHEN SCHAUER
ab dienstag ändert sich dann das wetter wieder es wird wechselhafter,DIENSTAG WETTER VERAENDERN WECHSELHAFT
heute nacht fallen in der osthälfte zunächst noch einzelne schauer die aber abklingen verbreitet ist es klar,HEUTE NACHT OST ANFANG SCHAUER VERSCHWINDEN REGION KLAR
in der nähe von flüssen bildet sich stellenweise nebel,NAH FLUSS BISSCHEN NEBEL
am tag viel sonne im laufe des tages zeigen sich lockere quellwolken die im osten dichter werden und schauer bringen können,TAG VIEL SONNE IM-VERLAUF WOLKE OST DICHT SCHAUER
der wind weht schwach hier und da auch mäßig,SCHWACH WEHEN MAESSIG WEHEN
am tag sechzehn grad im vogtland und zweiundzwanzig grad im breisgau,TAG SECHSZEHN VOGEL ZWEI ZWANZIG BERG
am montag ist es meist sonnig nur wenige wolken im bergland wird es windiger,MONTAG MEISTENS SONNE WENIG WOLKE MEER BISSCHEN WIND
am dienstag in der nordosthälfte viel sonne von südwesten kommt regen auf teilweise ist es windig,DIENSTAG NORD SONNE KOMMEN REGEN TEILWEISE WIND
am mittwoch unbeständiges wetter gebietsweise regnet es auch einzelne gewitter sind dabei,MITTWOCH WECHSELHAFT TEIL REGEN TEIL GEWITTER DABEI
und nun die wettervorhersage für morgen samstag den neunundzwanzigsten november,WETTER MORGEN SAMSTAG NEUN ZWANZIG NOVEMBER
das tief das über großbritannien zieht bestimmt morgen unser wetter,ENGLAND TIEF DRUCK KOMMEN
zunächst bleibt es noch verhältnismäßig mild nächste woche wird es dann kühler,DESHALB DEUTSCHLAND AUCH ZUERST MILD NAECHSTE WOCHE LOS KUEHL
heute nacht fallen stellenweise schauer an der see sind kurze gewitter möglich,HEUTE NACHT TEIL REGEN NORD GEWITTER KURZ MOEGLICH
auf den höheren bergen kann es schneien,BERG SCHNEE SCHNEIEN MOEGLICH
am vormittag kommt von westen neuer regen auf er breitet sich ostwärts aus im süden und südosten regnet es nur wenig,VOR MITTAG WEST LOS KOMMEN ERSTE REGEN REGION BISSCHEN REGEN
vor allem südlich der donau ist es zwischendurch auch freundlich,SPEZIELL FLUSS SUED TEIL FREUNDLICH
im südosten schwacher bis mäßiger wind sonst weht er mäßig bis frisch mit starken bis stürmischen böen vereinzelt sind auch sturmböen dabei,WEHEN MAESSIG HAUPTSAECHLICH FRISCH STURM DABEI STURM WIRBEL
auf den bergen teilweise schwere sturmböen vereinzelt orkanartige böen,MEER STURM WIRBEL TEIL STURM MOEGLICH
heute nacht sieben bis drei grad an den alpen null grad,HEUTE ABEND SIEBEN BIS DREI ALPEN UNGEFAEHR NULL
tagsüber sechs bis zehn grad im süden bis zwölf grad,TAG SECHS BIS ZEHN SUED ZWOELF
und nun die wettervorhersage für morgen sonntag den siebenundzwanzigsten januar,JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG SIEBEN ZWANZIG JANUAR
die ausläufer eines kräftigen tiefs bei islands lenken feucht milde meeresluft nach deutschland,UEBERWIEGEND TIEF EMPFINDLICH FEUCHT MILD LUFT KOMMEN DEUTSCH
dabei fiel zunächst schnee oder gefrierender regen es muss mit gefährlichem glatteis gerechnet werden,ANFANG SCHNEE SCHNEIEN ODER REGEN MIT FROST ACHTUNG GEFAHR GLATT EIS KOENNEN
im osten und süden zeigen sich heute nacht gebietsweise die sterne sonst überwiegen die wolken im norden leichter schneefall,NORDOST WOLKE KOENNEN SEHEN STERN MEISTENS UEBERWIEGEND WOLKE NORD BISSCHEN SCHNEE SCHNEIEN
von westen breiten sich ab den morgenstunden schnee und gefrierender regen aus vorsicht erhöhte glättegefahr,SCHNEE SCHNEIEN REGEN MIT FROST VORSICHT ACHTUNG GLATT
gegen abend kommen die niederschläge auch in den östlichen landesteilen an,ABEND KOMMEN OST AUCH
der wind weht überwiegend mäßig bis frisch an der nordsee auch stark,WIND SCHWACH MAESSIG FRISCH NORDWEST STARK
dort sowie auf den bergen zum teil sturmböen,REGION UND BERG STURM
am montag im osten und südosten noch gebietsweise schnee oder regen mit glättegefahr,MONTAG OST SUEDOST SCHNEE SCHNEIEN ODER REGEN GLATT GEFAHR
sonst mal mehr mal weniger wolken und nur hier und da etwas regen,SONST REGION WOLKE WAHRSCHEINLICH MANCHMAL BISSCHEN REGEN
ab dienstag wird es sehr windig und im südwesten am mittwoch fast schon frühlingshaft mild,AB IN-KOMMEND DIENSTAG UEBERWIEGEND WIND SUEDWEST SCHON FRUEHLING WIE MILD
dazu gibt es viele wolken und zeitweise regen,VIEL WOLKE TEIL REGEN
und nun noch die wettervorhersage für morgen sonntag den siebten februar,JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG SIEBTE FEBRUAR
ein tief über dem mittelmeer bringt vor allem dem alpenraum noch etwas schnee,TIEF MEER DESHALB ALPEN NOCH SCHNEE
auch weiter nördlich bleibt das meist trübe aber weitgehend trocken,NORD TRUEB TROCKEN
ab morgen fließt von osten wieder kältere luft nach deutschland und in der neuen woche gibt es dann verbreitet dauerfrost,AB MORGEN WEST OST KOMMEN KALT NAECHSTE WOCHE FROST
heute nacht ist der himmel meist wolkenverhangen schnee fällt vor allem in alpennähe sonst nur hier und da ein paar flocken oder tropfen,NACHT WOLKE SCHNEE UEBERWIEGEND ALPEN DEUTSCHLAND IX ORT TATSAECHLICH
im nordosten unter klarem himmel heute nacht teilweise strenger frost entlang des rheins ein bis zwei plusgrade,NORDOST KLAR TEIL FROST FLUSS BIS ZWEI PLUS
dort morgen zwei bis fünf grad über null nordöstlich der elbe bis minus sechs grad,IX MORGEN ZWEI BIS FUENF NORD FLUSS MINUS SECHS
in der neuen woche wird es noch kälter dazu ist es teils stark bewölkt teils neblig trüb,EIN-PAAR-TAGE WOCHE KALT TEIL STARK WOLKE TEIL NEBEL
die sonne lässt sich nur selten blicken hier und da fällt schnee aber besonders viel wird es nicht sein,SONNE SELTEN TEIL SCHNEE ABER WENIG
und nun die wettervorhersage für morgen donnerstag den zweiundzwanzigsten juli,JETZT WIE-AUSSEHEN WETTER MORGEN DONNERSTAG ZWEI ZWANZIG JULI
das hoch über russland verliert morgen seinen einfluss auf unser wetter,RUSSLAND POSS-SEIN HOCH EINFLUSS VERSCHWINDEN
das tief das nach nordfrankreich zieht sorgt dafür dass es von westen wechselhafter wird,TIEF FRANKREICH KOMMEN WEST KOMMEN WECHSELHAFT
in den osten und südosten strömt noch heiße luft,OST SUEDOST HEISS SCHNEIEN
in der nacht muss mit gewitterschauern gerechnet werden die kräftig sein können,NOCH NACHT MOEGLICH RECHNEN GEWITTER REGEN HEFTIG
richtung osten kaum gewitter,KOMMEN REGION KAUM GEWITTER
am tag wird es immer wolkiger hier und da regnet oder gewittert es kräftig vor allem in der südosthälfte sind unwetter möglich,TAG MEHR WOLKE REGEN GEWITTER UEBERWIEGEND SUEDWEST ENORM IX WIND MOEGLICH
am längsten zeigt sich die sonne noch im äußersten osten,OST REGION IX SONNE HABEN2
der wind weht schwach bis mäßig bei gewittern mitunter schwere sturmböen,WIND SCHWACH MAESSIG WENN GEWITTER SCHWER STURM
heute nacht einundzwanzig grad im raum berlin vierzehn grad in den westlichen mittelgebirgen,HEUTE NACHT BERLIN REGION EINS ZWANZIG WEST MITTE BERG VIERZEHN GRAD
am tag dort zweiundzwanzig grad bis fünfunddreißig grad an der neiße,IX MORGEN ZWEI ZWANZIG GRAD MAXIMAL FUENF DREISSIG GRAD REGION
die aussichten am freitag teilweise kräftige schauer und gewitter im süden und osten regnet es auch für längere zeit,WIE-AUSSEHEN IN-KOMMEND FREITAG HAUPTSAECHLICH SCHAUER GEWITTER SUEDOST LANG REGEN
auch am samstag unbeständiges wetter mit schauern und einzelnen gewittern richtung westen auch längere freundliche phasen,SAMSTAG AUCH WECHSELHAFT SCHAUER GEWITTER REGION AUCH LANG FREUNDLICH REGION
am sonntag mal sonne mal wolken und nur stellenweise schauer,SONNTAG WAHRSCHEINLICH SONNE WOLKE MAL SCHAUER
und nun die wettervorhersage für morgen montag den achtundzwanzigsten juni,JETZT WETTER MORGEN MONTAG ACHT ZWANZIG JUNI
das sonnenhoch verlagert sich ins baltikum bestimmt aber auch noch am montag unser wetter mit trockener und sehr warmer luft,HOCH KOMMEN ABER MONTAG BLEIBEN DEUTSCH LAND WARM TROCKEN
heute nacht ist es wieder verbreitet klar oder nur gering bewölkt gegen morgen bildet sich vereinzelt nebel,HEUTE NACHT HAUPTSAECHLICH KLAR HIMMEL STERN KOENNEN SEHEN MORGEN NEBEL MOEGLICH
am tag wird es wieder sonnig hier und da tauchen auch mal harmlose schleierwolken auf besonders über dem bergland sind auch meist flache quellwolken dabei,DANN SONNE MAL REGION WOLKE NEG-SCHLIMM HAUPTSAECHLICH BERG BEREICH MOEGLICH WOLKE NEG-VIEL NEIN
am nachmittag und abend gibt es im westen und südwesten lokale hitzegewitter,AB MITTAG ABEND WEST SUEDWEST REGION MOEGLICH GEWITTER GRUND HEISS
der wind weht überwiegend schwach aus unterschiedlichen richtungen,WIND SCHWACH WEHEN VERSCHIEDEN
in einigen tal und muldenlagen heute nacht neun an main und rhein fünfzehn bis sechzehn grad,TAL ODER REGION HEUTE NACHT NEUN GRAD FLUSS FUENFZEHN BIS SECHSZEHN GRAD
am dienstag in der osthälfte sonnig sonst mal sonne mal wolken vor allem im westen und nordwesten einige zum teil heftige schauer und gewitter die am mittwoch auch den osten erreichen können,DIENSTAG OST REGION SONNE REGION ABWECHSELN SONNE WOLKE WEST NORDWEST MOEGLICH REGEN GEWITTER STARK MITTWOCH KOMMEN OST AUCH
am donnerstag scheint wieder häufig die sonne besonders im westen und süden sind einzelne gewitter möglich,DONNERSTAG HAUPTSAECHLICH SONNE WEST SUED MOEGLICH GEWITTER
